;names;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{'Программист 1С': 4, 'Программист PHP/ Web программист': 1, 'Разработчик .NET/С# (Junior)': 1, 'Frontend разработчик': 1, 'Разработчик бизнес-решений': 1, 'Web-разработчик на Bitrix': 1, 'Программист': 3, 'Java-разработчик': 2, 'Junior developer С#': 1, 'Программист С#': 1, 'Программист 1C/специалист технической поддержки': 1, 'Программист C/С++': 1, 'WEB Разработчик, PHP Программист YII 2': 1, 'Программист-разработчик': 1, 'Backend-разработчик': 1, 'Младший программист С++': 1, 'Web-программист / Web-разработчик / PHP-программист Junior': 1, 'Junior программист С#': 1, 'HTML-верстальщик / Frontend - разработчик': 1, 'Аналитик-программист': 1, 'Инженер-программист': 4, 'Стажер/программист-математик в области искусственного интеллекта (Data Science, Deep Learning)': 1, 'Инженер-программист/ инженер-программист III категории': 1, 'Junior Web разработчик': 1, 'Ведущий инженер/системный программист': 1, 'Младший программист Delphi': 1, 'PHP-программист (Junior)': 1, 'Junior C# разработчик': 1, 'Программист-разработчик 1С (Junior)': 1, 'Kotlin программист': 1, 'Младший веб-программист (junior web developer)': 1, 'Программист в отдел тестирования': 1, 'PHP-разработчик': 1, 'Старший программист 1С': 1, 'Инженер-программист станков с ЧПУ': 1};0.0;27.0;1.504;"1    22;0    15;3     7";"Полная занятость       42;Проектная работа        1;Частичная занятость     1";"Полный день         40;Гибкий график        3;Удаленная работа     1";{'1С: Предприятие 8': 1, ' 1С программирование': 2, ' 1С: Документооборот': 4, ' Обновление конфигурации 1С': 1, ' Cистемы управления базами данных': 1, ' Работа в команде': 2, ' 1С: Предприятие': 1, ' 1С: Торговля': 1, ' 1С: Управление Торговлей': 2, 'MySQL': 2, ' JavaScript': 9, ' HTML': 4, ' CSS': 7, ' jQuery': 6, ' PHP': 4, ' Bootstrap': 3, ' JSON API': 1, ' HTML5': 5, ' PHP5': 2, 'C#': 4, ' ASP.NET': 2, ' MVC': 1, ' SQL': 6, 'HTML': 2, ' Sass': 1, ' CSS3': 5, ' Node.js': 1, ' Кроссбраузерная верстка': 1, ' CMS Wordpress': 1, ' Креативность': 1, ' Adobe Photoshop': 2, ' Less': 2, ' CorelDRAW': 1, ' Грамотная речь': 1, ' Грамотность': 1, ' Управление временем': 1, ' IBM Lotus Notes': 1, ' Mac Os': 1, '1С программирование': 2, ' 1С: Предприятие 8': 4, ' 1С: Медицина': 1, ' .NET Framework': 1, ' Delphi': 1, ' Работа с базами данных': 2, ' PostgreSQL': 1, ' MS SQL Server': 2, ' Проектирование': 1, '1С-Битрикс': 1, ' MySQL': 2, ' Git': 5, 'Java': 1, ' Linux': 2, ' Eclipse': 1, ' Английский язык': 1, ' WPF': 1, '1С: Бухгалтерия': 2, ' 1С: Зарплата и управление персоналом': 1, ' 1С: Розница': 1, 'Linux': 1, ' TCP/IP': 1, ' C++': 1, ' C/C++': 1, 'JavaScript': 2, 'ООП': 1, ' MS Visual Studio': 1, ' Windows 7': 1, ' Microsoft Visual Studio': 1, ' Ajax': 1, 'Пользователь ПК': 1, ' Программирование': 1, ' Тестирование пользовательского интерфейса': 1, 'АСУ ТП': 1, ' AutoCAD': 1, ' MS Visio': 1, ' MS Excel': 1, 'Active Directory': 1, ' Citrix': 1, ' PowerShell': 1, ' WSUS': 1, ' Windows Server 2003': 1, 'Python': 1, ' Django Framework': 1, ' Flask': 1, 'Yii': 1, ' Backbone': 1, 'Android': 1, ' KOTLIN': 1, ' Websockets': 1, ' Atlassian Jira': 1, ' API': 1, ' Android SDK': 1, 'PHP': 1, ' ООП': 1, ' Yii': 1, ' 1С-Битрикс': 1, ' Shop Script': 1, ' AngularJS': 1, ' Java': 1, ' Java SE': 1, ' СУБД': 1, ' 1C: Бухгалтерия': 1}
