;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
63;Web-разработчик (Senior/Lead);Екатеринбург;80000.0;120000.0;ГОРОДСКИЕ ЗРЕЛИЩНЫЕ КАССЫ;2019-11-19T14:11:00+0300;1;3;Полный день;Полная занятость;Ведущий билетный оператор Городские зрелищные кассы набирает команду WEB-разработчиков Требования:  Уровень знаний Senior/Lead Уверенное знание PHP, MySQL, PostgreSQL Знание HTML5/CSS3 для целей верстки Знание JS (jQuery, другие распространенные библиотеки) Опыт работы с системой контроля версий git Английский язык на уровне чтения технической документации Опыт работы в команде и умение разбираться в чужом коде  Будет плюсом:  Базовые знания и опыт администрирования Linux Знание фреймворков: Laravel, Yii Знание JS-фреймворков: VueJS, Angular, Опыт работы с вебсокетами  Обязанности:  Участие в проектировании новой архитектуры, яростная критика текущей Поддержка и модернизация нашего стека Критика UI, UX и работа с макетами дизайнера (верстка по PSD макетам) - необязательно  Условия работы:  Офис в Центре города Трудоустройство согласно ТК РФ Заработная плата по итогам собеседования Корпоративная связь Приятные бонусы ;;Уровень знаний Senior/Lead. Уверенное знание PHP, MySQL, PostgreSQL. Знание HTML5/CSS3 для целей верстки. Знание JS (jQuery...;Участие в проектировании новой архитектуры, яростная критика текущей. Поддержка и модернизация нашего стека. Критика UI, UX и работа с макетами...;"PHP; MySQL; PostgreSQL; HTML5; CSS3; Backbone; Английский язык; Laravel, Yii; VueJS; AngularJS; Linux; jQuery"
95;Web-программист (Middle)/ PHP-программист (возможна удаленная работа);Екатеринбург;80000.0;120000.0;Boxberry;2019-11-12T16:29:26+0300;3;6;Удаленная работа;Полная занятость;"Boxberry работает на российском рынке с 2010 года как служба доставки для интернет-магазинов и других компаний дистанционной торговли. На данный момент:  клиентами Boxberry являются более 5000 интернет-магазинов, в числе которых ТОП-200 Российского и Западного рынка e-commerce; территория присутствия - более 3000 отделений, в 550 городах России и зарубежья; ежедневно компания обрабатывает и выдает в среднем 30 000 посылок; Boxberry входит в тройку лидеров рынка услуг по доставке товаров дистанционной торговли; в направлении доставки для интернет-магазинов Boxberry выполняет как доставку по России, так и международную доставку.  Boxberry разрабатывают ПО, в котором работают одновременно сотни внутренних пользователей и внешние веб-клиенты (сайт, личный кабинет, апи и все дружит с 1С через веб-сервисы). Команда разработки Боксберри РФ приглашает веб-разработчика для реализации различных проектов, в том числе с возможностью УДАЛЕННОЙ работы О задачах:  Оптимизация, развитие и поддержка существующего программного кода;   Разработка новых и поддержка существующих сервисов, развитие функционала ( личный кабинет пунктов выдачи заказов, личный кабинет интернет-магазинов); Интеграция со сторонними сервисами (сайты интернет-магазинов, логистические программки и сервисы и др.). Участие в написании и обсуждении функциональных требований по продуктам    Мы ожидаем, что вы:  Обладаете уверенными знаниями PHP 7 (ООП), JavaScript (ES 6 +); Имеете опыт оптимизации сложных SQL запросов (MySQL, MariaDB); Знаете и имеете опыт работы в GitLab; Имеете опыт работы с API; Работали с PHP фрейм-ворком Yii 2; Хорошо знаете JS фреймворки jQuery, VUE, всякие реакты и прочие ангуляры; Обладаете знаниями верстки (адаптивной), CSS3, HTML5; Умеете быстро разбираться в чужом коде и оперативно решать задачи; Любите оставлять комментарии в коде и покрывать его автотестами.    Условия:  Комфортный офис в БК Квартал Екатеринбург или УДАЛЕНКА Трудоустройство по ТК РФ (больничные, отпуска и прочий соц.пакет) Дружный коллектив и адекватное руководство (группа веб-разработки состоит из 7 специалистов) График работы: пятидневная рабочая неделя, 8-часовой рабочий день; Возможна УДАЛЕННАЯ работа; Поездки на ИТ-конференции (в том числе спикером, ну если хотите), митапы, учебные курсы за счет компании,; Частичная компенсация ДМС, спорта после испытательного срока, а так же печеньки, кофе, подарки для детей на НГ и прочее ДО окончания испытательного срока).   ";"  Комфортный офис в БК Квартал Екатеринбург или УДАЛЕНКА Трудоустройство по ТК РФ (больничные, отпуска и прочий соц.пакет) Дружный коллектив и адекватное руководство (группа веб-разработки состоит из 7 специалистов) График работы: пятидневная рабочая неделя, 8-часовой рабочий день; Возможна УДАЛЕННАЯ работа; Поездки на ИТ-конференции (в том числе спикером, ну если хотите), митапы, учебные курсы за счет компании,; Частичная компенсация ДМС, спорта после испытательного срока, а так же печеньки, кофе, подарки для детей на НГ и прочее ДО окончания испытательного срока).   ";Обладаете уверенными знаниями PHP 7 (ООП), JavaScript (ES 6 +). Имеете опыт оптимизации сложных SQL запросов (MySQL, MariaDB). ;Оптимизация, развитие и поддержка существующего программного кода. Разработка новых и поддержка существующих сервисов, развитие функционала ( личный кабинет пунктов выдачи заказов...;"PHP; Yii; Управление проектами; Ajax; Yii2; Git; JavaScript"
29;Frontend-разработчик / Middle developer;Новосибирск;80000.0;120000.0;Bazon;2019-11-20T09:51:00+0300;3;6;Полный день;Полная занятость;"Ты хороший программист и хочешь работать в активно растущей компании? Хочешь быть не просто рядовым сотрудником, выполняющим скучные технические задачки, а полноценным активным членом команды, со своими идеями, которые будут услышаны, и со своим мнением, которое будут уважать? Тогда давай знакомиться! Мы Bazon – развивающаяся быстрыми темпами, специализированная учетная система для продавцов б/у автозапчастей, и мы ищем именно тебя! Мы не зацикливаемся на старых технологиях, постоянно совершенствуемся и используем новые, современные способы для решения поставленных задач. Наши клиенты – это компании, продающие контрактные и б/у автозапчасти. Сейчас мы обслуживаем более 400 компаний от Москвы до Владивостока, и являемся лидером в своей сфере. Тебя ждут интересные задачи, огромное поле для идей и новшеств, дружный коллектив, который не только поддержит, но и направит, если вдруг сбился с курса, а ещё просторный офис с видом на реку, и другие плюшки, которые мы обсудим с тобой при личной встрече!   Что мы уже делаем: Развиваем и сопровождаем крупный нагруженный проект с бизнес-логикой на PHP, MySQL и NodeJS, развитым фронтендом на JS, внешними API (сервисы и мобильные приложения). Мы активно используем CI/CD, Docker. И все это работает в Kubernetes.   Что ты точно будешь делать:  Создавать интерфейсы по эскизам UI дизайнера; Работать бок о бок c дизайнерами и бекенд-разработчиками; Рефакторинг существующих проектов; Разработка новых компонентов для существующих проектов; Участие в разработке новых проектов с нуля.    Чего тебе делать не придется:  Скучать и раскладывать Косынку от нечего делать :) Сидеть на долгих и нудных совещаниях – все решения мы принимаем быстро.    Требования:  Уверенное знание JS; Опыт работы с любым из фреймворков (Vue.JS, AngularJS, React.JS); Умение разбираться в чужом коде; Понимание взаимодействия между client и server, передачи и хранения данных, RESTFul; Отличное знание HTML5, CSS (опыт работы с любым препроцессором); Опыт кроссбраузерной адаптивной верстки; Личные качества: быстрая обучаемость и самостоятельность; Будет плюсом опыт написания тестов.    Уровень заработной платы по результатам собеседования.";;Уверенное знание JS. Опыт работы с любым из фреймворков (Vue.JS, AngularJS, React.JS). Умение разбираться в чужом коде. Понимание взаимодействия между...;Работать бок о бок c дизайнерами и бекенд-<highlighttext>разработчиками</highlighttext>. Рефакторинг существующих проектов. Разработка новых компонентов для существующих проектов. ;"JavaScript; Ajax; HTML; CSS3"
31;Back-end разработчик;Новосибирск;80000.0;120000.0;BookingBoard;2019-11-19T12:52:54+0300;3;6;Полный день;Полная занятость;Расширяем команду разработки для развития перспективного проекта нашей компании. Если интересно – приходите в гости, будем рады пообщаться.  DRON — это система размещения рекламы на сети цифровых дисплеев в режиме реального времени в России. Обязательные требования:  Понимание принципов работы web–приложений Знакомство с паттернами проектирования (концепция MVC, наиболее распространенные паттерны) Опыт работы с одним из фреймворков: Laravel, Yii2, Symfony Понимание и практическое применение ООП. Знание особенностей реализации ООП в PHP Знание основ HTML, CSS Опыт работы с SQL Знание английского языка на уровне чтения технической документации  Дополнительно:  Опыт построения REST API Опыт работ с .js фреймворками (Vue.js, React.js) PostgreSQL/Redis/MongoDB/ClickHouse RabbitMQ Опыт разработки Unit- и интеграционных тестов  *Проект активно развивается, будет интересно.  *Мы находимся в самом центре, рядом с Оперным театром. *Уровень ЗП готовы обсудить с интересным кандидатом  ;;Понимание принципов работы web–приложений. Знакомство с паттернами проектирования (концепция MVC, наиболее распространенные паттерны). Опыт работы с одним из фреймворков...;;"MongoDB; PostgreSQL; CSS; Symfony; Yii"
88;Frontend-разработчик html5 игры;Новосибирск;80000.0;120000.0;Overmobile;2019-11-19T14:08:54+0300;3;6;Гибкий график;Полная занятость;О нас: Компания Overmobile 12 лет на рынке мобильных и браузерных игр. У нас десятки успешных игр на разных платформах. Мы - небольшая команда в большой компании. Делаем успешные html5 онлайн игры. Ищем талантливого Frontend программиста JS. Что по технологиям:  Backend: С# .NET Core 2.2 + Postgres + redis Front: JavaScript, ES5+, Phaser, CSS3, html5  Что вам придётся делать:  Работать с серверными разработчиками Разрабатывать клиента и новые интерфейсы игр Предлагать свои идеи, Творить, Улучшать игры  Наш кандидат:  Имеет большой опыт разработки на JavaScript Отлично понимает CSS3 и html5 Знает об адаптивной вёрстке и особенностях браузеров  Будет плюсом:  Опыт работы в Геймдеве Опыт работы с высоконагруженными проектами. (10к+ игроков могут собраться на ивэнт и поиграть онлайн) Опыт разработки на C#, Java и других высокоуровневых языках  Условия:  Всё в белую по ТК РФ + бонусы Компенсация перелёта и проживания сотруднику раз в год дополнительно к отпускным. можно слетать в тур 1 раз в год бесплатно :) 100% оплата на больничных Компенсация спорта Гибкий график, главное результат, а не отработанные часы Отсутствие бюрократии, отчетов - мы ориентируемся на эффективность Дружелюбные и профессиональные коллеги Корпоративы, праздники, выезды Кофе, плюшки, фрукты за счет компании    Ждём от вас:  Резюме на email Пример вашего кода  До встречи, коллега!;  Всё в белую по ТК РФ + бонусы Компенсация перелёта и проживания сотруднику раз в год дополнительно к отпускным. можно слетать в тур 1 раз в год бесплатно :) 100% оплата на больничных Компенсация спорта Гибкий график, главное результат, а не отработанные часы Отсутствие бюрократии, отчетов - мы ориентируемся на эффективность Дружелюбные и профессиональные коллеги Корпоративы, праздники, выезды Кофе, плюшки, фрукты за счет компании    Ждём от вас:  Резюме на email Пример вашего кода  До встречи, коллега!;Backend: С# .NET Core 2.2 + Postgres + redis. Front: JavaScript, ES5+, Phaser, CSS3, html5. ;Работать с серверными <highlighttext>разработчиками</highlighttext>. Разрабатывать клиента и новые интерфейсы игр. Предлагать свои идеи, Творить, Улучшать игры.;"JavaScript; HTML5; CSS3"
89;Разработчик .NET/С# (Middle);Новосибирск;80000.0;120000.0;Восток-Сервис-Кузбасс;2019-11-18T07:54:48+0300;1;3;Полный день;Полная занятость;"В Новосибирский филиал ООО Восток-Сервис-Кузбасс требуется разработчик .NET/С# для работы с веб-проектами. В связи с расширением штата и объема работы, ищем опытных разработчиков. Требования:  знания C#, ASP.NET MVC, SQL и большое желание учиться и развиваться как .NET разработчик знания и практический опыт работы с JavaScript, AJAX, jQuery опыт разработки до 3 лет желание обучаться и развиваться умение работать в команде  Мы предлагаем:  интересные проекты, дружный коллектив официальное трудоустройство и соц. пакет; возможность развития и карьерного роста; внеочередной оплачиваемый отпуск на время сессии (если Вы учитесь); комфортный офис в центре города и дружный коллектив удаленная работа исключена.  Резюме отправлять, в теме письма указывать Разработчик .NET/С#.";"  интересные проекты, дружный коллектив официальное трудоустройство и соц. пакет; возможность развития и карьерного роста; внеочередной оплачиваемый отпуск на время сессии (если Вы учитесь); комфортный офис в центре города и дружный коллектив удаленная работа исключена.  Резюме отправлять, в теме письма указывать Разработчик .NET/С#.";Знания C#, ASP.NET MVC, SQL и большое желание учиться и развиваться как .NET <highlighttext>разработчик</highlighttext>. Знания и практический опыт работы с...;;"C#; JavaScript; ASP.NET; HTML; MVC; jQuery; SQL"
93;PHP разработчик / Middle PHP developer;Новосибирск;80000.0;120000.0;Bazon;2019-11-20T09:52:06+0300;3;6;Полный день;Полная занятость;"Ты хороший программист и хочешь работать в активно растущей компании? Хочешь быть не просто рядовым сотрудником, выполняющим скучные технические задачки, а полноценным активным членом команды, со своими идеями, которые будут услышаны, и со своим мнением, которое будут уважать? Тогда давай знакомиться! Мы Bazon – развивающаяся быстрыми темпами, специализированная учетная система для продавцов б/у автозапчастей, и мы ищем именно тебя! Мы не зацикливаемся на старых технологиях, постоянно совершенствуемся и используем новые, современные способы для решения поставленных задач. Наши клиенты – это компании, продающие контрактные и б/у автозапчасти. Сейчас мы обслуживаем более 400 компаний от Москвы до Владивостока, и являемся лидером в своей сфере. Тебя ждут интересные задачи, огромное поле для идей и новшеств, дружный коллектив, который не только поддержит, но и направит, если вдруг сбился с курса, а ещё просторный офис с видом на реку, и другие плюшки, которые мы обсудим с тобой при личной встрече!   Что мы уже делаем: Развиваем и сопровождаем крупный нагруженный проект с бизнес-логикой на PHP, MySQL и NodeJS, развитым фронтендом на JS, внешними API (сервисы и мобильные приложения). Мы активно используем CI/CD, Docker. И все это работает в Kubernetes.   Что ты точно будешь делать:  Решать задачи самого разного плана: начиная от исправления небольшого бага до разработки и внедрения сложных бизнес-процессов компании; Рефакторить, оптимизировать и искать узкие места в уже существующем коде; Предлагать и обсуждать идеи, внедрять свои собственные решения.    Чего тебе делать не придется:  Скучать и раскладывать Косынку от нечего делать :) Сидеть на долгих и нудных совещаниях – все решения мы принимаем быстро.    Требования:  Опыт разработки проектов на PHP + MySQL не менее 3 лет; Знание любого современного фреймворка (Yii2, Laravel, Symfony); Понимание принципов построения HighLoad-сервисов с высоким SLA; Хорошее знание любой СУБД (MySQL, PostgreSQL и т.д.); Понимание и опыт применения паттернов проектирования (понимание принципов SOLID и MVC); Знание UNIX-подобных ОС (уровень продвинутого пользователя); Опыт командной разработки с использованием Git или Mercurial; Опыт разработки коммерческих продуктов; Ориентация на результат, а не процесс.    Условия:  Официальное трудоустройство; Работа в небольшой команде; Просторный офис с видом на реку; Современное рабочее место; Гибкий график работы; Только полная занятость и работа в офисе; Перспективы для профессионального и карьерного роста.    Уровень заработной платы по результатам собеседования.";"  Официальное трудоустройство; Работа в небольшой команде; Просторный офис с видом на реку; Современное рабочее место; Гибкий график работы; Только полная занятость и работа в офисе; Перспективы для профессионального и карьерного роста.    Уровень заработной платы по результатам собеседования.";Опыт разработки проектов на PHP + MySQL не менее 3 лет. Знание любого современного фреймворка (Yii2, Laravel, Symfony). ;Решать задачи самого разного плана: начиная от исправления небольшого бага до разработки и внедрения сложных бизнес-процессов компании. ;"PHP; MySQL; JavaScript; Ajax; HTML; jQuery; CSS"
78;Программист SQL;Москва;90000.0;120000.0;Гарант;2019-11-19T11:51:34+0300;0;0;Полный день;Полная занятость;Крупной российской стабильной (29 лет на рынке) IT-компании для работы в Финансовом управлении требуется программист SQL. Функционал: - Участие в разработке новых и поддержке существующих решений для сбора, обработки, обмена и хранения данных большого объёма и сложной структуры с использованием БД SQL. - Поддержка и развитие ERP системы компании в части, относящейся к работе с данными в распределенной БД MS SQL Server. - Разработка серверных приложений на основе БД SQL, для осуществления юридически значимого сбора и обмена информацией с гос. органами. - Разработка и поддержка решений для загрузки, хранения, обработки и использования информации о фактах экономической деятельности компании. - Оптимизация использования БД в существующих решениях, относящихся к вопросам, упомянутым выше. Требования к кандидатам: - Высшее образование (математическое, техническое). - Опыт разработки программного обеспечения по данному направлению. - ANSI SQL, ООП, XML, XSL. - Желательны знакомство с WPF, MVC, SVN и опыт работы с многопоточными приложениями. Условия работы: - Работа в офисе. 8-ми часовой рабочий день. График работы обсуждается. - Офис в шаговой доступности от м. Ломоносовский проспект (территория МГУ). - Оформление в штат компании. Соблюдение ТК РФ. Белая заработная плата. - Заработная плата осуждается индивидуально с каждым кандидатом.  ;;Высшее образование (математическое, техническое). - Опыт разработки программного обеспечения по данному направлению. - ANSI SQL, ООП, XML, XSL. - Желательны знакомство с WPF...;Функционал: - Участие в разработке новых и поддержке существующих решений для сбора, обработки, обмена и хранения данных большого объёма и сложной...;"WPF; MS SQL; XML; SQL; SVN"
64;Программист 1С;Санкт-Петербург;90000.0;120000.0;Фармакор Продакшн;2019-11-20T11:18:11+0300;3;6;Полный день;Полная занятость;"Группа компаний (производство, рестораны, услуги) приглашает программиста 1С (в единственном числе). Обязанности:  Проектирование и доработка систем автоматизации предприятия на базе 1С8.2.-8.3 (разработка отдельных функциональных модулей, интеграция с другими ИТ-системами, внедрение, сопровождение); консультирование пользователей; создание инструкций.  Требования:  соответствующий опыт работы от 3-ех лет; опыт администрирования 1С:Предприятие 8; опыт разработки в среде 1С:Предприятие 8; знание типовых продуктов 1С ЗУП 3‚ УТ 10.3, УПП 1.3 (в части ведения заявок на расходование средств, отчета производства за смену и складского учета) знание СКД; опыт работы с планами и правилами обмена; опыт работы с УФ; знание основ управленческого и бухгалтерского учета; умение формализовать требования заказчиков (сотрудников).  Будет преимуществом:  наличие сертификатов 1С; наличие собственных разработок.  Условия:  работа в производственной компании с интересными задачами; график работы с понедельника по пятницу, с 9.30 до 18.00. Возможен график 2 дня в неделею на удаленке, 3 дня в офисе. заработная плата по результатам собеседования (в зависимости от квалификации и графика работы). офис в Приморском районе, собственная парковка, собственная столовая. ";"  работа в производственной компании с интересными задачами; график работы с понедельника по пятницу, с 9.30 до 18.00. Возможен график 2 дня в неделею на удаленке, 3 дня в офисе. заработная плата по результатам собеседования (в зависимости от квалификации и графика работы). офис в Приморском районе, собственная парковка, собственная столовая. ";Соответствующий опыт работы от 3-ех лет. Опыт администрирования 1С:Предприятие 8. Опыт разработки в среде 1С:Предприятие...;Проектирование и доработка систем автоматизации предприятия на базе 1С8.2.-8.3 (разработка отдельных функциональных модулей, интеграция с...;
41;Программист 1С;Екатеринбург;90000.0;120000.0;1-й Советник;2019-11-19T12:10:14+0300;3;6;Полный день;Полная занятость;"От Вас: - программирование в системах 1С: Предприятие (желателен опыт работы с 1C:ERP, 1С:УПП);- поддержка и разработка типовых и нетиповых конфигураций;- тестирование доработанного функционала и взаимодействие с Бизнес-аналитиками. Требования: - опыт программирования в системах 1С:Предприятие 8.х не менее года (обычные/управляемые формы);- опыт работы на проектах внедрения 1С (командная работа: бизнес-аналитики и программисты);- понимание и соблюдение стандартов 1С при разработке;- высшее или средне-техническое образование;- наличие сертификатов будет плюсом;- желание и умение работать в условиях многозадачности, часто несколько задач в работе. От нас: - обучение за счет Работодателя, время выделенное на обучение для получения сертификатов - оплачивается; - участие в крупных федеральных проектах, работа с командой опытных разработчиков; - отсутствие взаимодействия с Заказчиком, вы работаете только на проектах; - пятидневная рабочая неделя, с 9:00 до 18:00, возможно с 08:00 до 17:00, выходные – суббота, воскресенье;- официальное трудоустройство, социальный пакет согласно ТК РФ;- офис расположен в районе Южного Автовокзала, в 5-ти минутах ходьбы от станции метро Чкаловская, рядом с Ботаническим садом;- комфортный и уютный офис, крутая команда профессионалов, группы по интересам, корпоративные мероприятия и праздники. Ждем Вас в нашем офисе, обсудим больше подробностей!  ";;опыт работы на проектах внедрения 1С (командная работа: бизнес-аналитики и <highlighttext>программисты</highlighttext>). - понимание и соблюдение стандартов 1С при...;поддержка и разработка типовых и нетиповых конфигураций. - тестирование доработанного функционала и взаимодействие с Бизнес-аналитиками. - отсутствие взаимодействия с Заказчиком, вы...;
86;Программист 1C;Москва;100000.0;120000.0;ГБА;2019-11-19T12:28:04+0300;1;3;Полный день;Полная занятость;Обязанности:  Поддержка, сопровождение и обслуживание БД 1С Разработка нового функционала и сопровождение существующего в корпоративных БД Интеграция с другими системами  Требования:  Образование высшее (техническое) обязательно Опыт работы не менее 2-х лет с платформами 1С 7.7, 8.x Знания типовых конфигураций Бухгалтерия, ЗУП Умение работать с запросами SQL, опыт написания прямых запросов к БД  Условия:  Работа в офисе, без командировок. График работы: понедельник - пятница с 09:00 до 18:00. (полная занятость З/п полностью белая Оформление по ТК РФ Месторасположение офиса – метро Шаболовская (5 минут пешком) ;  Работа в офисе, без командировок. График работы: понедельник - пятница с 09:00 до 18:00. (полная занятость З/п полностью белая Оформление по ТК РФ Месторасположение офиса – метро Шаболовская (5 минут пешком) ;Образование высшее (техническое) обязательно. Опыт работы не менее 2-х лет с платформами 1С 7.7, 8.x. ;Поддержка, сопровождение и обслуживание БД 1С. Разработка нового функционала и сопровождение существующего в корпоративных БД. Интеграция с другими системами.;"MS SQL; 1С: Бухгалтерия; 1С: Зарплата и управление персоналом; SQL; 1С программирование"
36;Middle Fullstack программист (PHP/JS);Санкт-Петербург;100000.0;120000.0;Симикон;2019-11-20T17:08:10+0300;1;3;Полный день;Полная занятость;Обязанности:   Разработка клиент-серверного программного обеспечения(PHP / JavaScript) для аппаратно-программных комплексов, осуществляющих контроль за соблюдением правил дорожного движения: нарушения по скорости, нарушения на перекрестках, нарушение правил парковки и другие.   Поддержка существующего(PHP 5.3, PHP 7.3) программного обеспечения.   Разработка нового кроссплатформенного клиента для аппаратно-программных комплексов   Требования: - Профессиональное владение PHP / JavaScript- Опыт разработки на VanillaJS или TypeScript, Angular2+ / NodeJS / VueJS (или другой современный фреймворк).- Опыт разработки на любом PHP фреймворке: Laravel, Symfony или Yii2- Знание объектно-ориентированного-программирования.- Знание шаблонов проектирования: способность объяснить своими словами, что такое фабрика, фасад, репозиторий.- Знание принципов проектирования: SOLID / DRY- Знание Git Преимуществом будет:   Опыт разработки клиент-серверных приложений.   Знание Linux.   Опыт разработки на любом php фреймворке: Laravel, Symfony или Yii2   Опыт разработки на VanillaJS, Angular 2+, Angular 7+   Опыт работы с WebSocket   Опыт реализации REST API    Опыт реализации RPC   Знание Git, SVN.   Возможность показать пример кода на GitLab / GitHub   Общий стаж работы на соответствующей должности от 2 лет   Используемые инструменты:   Основная архитектура - ARM.   Angular 7+   PHP 5.3, PHP 7.3   GIT.   JIRA.   Jenkins.   GitLab   Процесс разработки строится на методологии Agile(Kanban).   Условия:   Белая заработная плата.   Дополнительное премирование по результатам работы.   ДМС (сразу после прохождения испытательного срока).   Участие во всероссийских и международных конференциях.   Гибкий график работы. 40 часов в неделю. Обязательное присутствие с 11 до 17.  ;   Белая заработная плата.   Дополнительное премирование по результатам работы.   ДМС (сразу после прохождения испытательного срока).   Участие во всероссийских и международных конференциях.   Гибкий график работы. 40 часов в неделю. Обязательное присутствие с 11 до 17.  ;Опыт разработки клиент-серверных приложений. Знание Linux. Опыт разработки на любом php фреймворке: Laravel, Symfony или Yii2. ;Разработка клиент-серверного программного обеспечения(PHP / JavaScript) для аппаратно-программных комплексов, осуществляющих контроль за соблюдением правил дорожного движения: нарушения по...;"PHP; JavaScript; Angular 2+; Git; SVN; PHP5; Linux; Angular; Laravel"
91;Старший программист 1С;Санкт-Петербург;100000.0;120000.0;Алком трейд;2019-11-20T11:51:44+0300;3;6;Полный день;Полная занятость;Обязанности:  Разработка прикладных решений на платформе 1С:Предприятие. Доработка существующего и разработка нового функционала решений на платформе 1С:Предприятие  Требования:  Знание конфигураций: УТ, Бухгалтерия, ЗУП Опыт работы с торговым оборудованием Опыт реализации обменов данным с другими учетными системами Умение разбираться в чужом коде Опыт работы на аналогичной должности от 3 лет.  Условия:  Работа в офисе м.Нарвская(перспектива м.Шушары) Официальное оформление 5 дневная рабочая неделя  В случае заинтересованности соискателя просьба звонить по указанному ниже номеру;  Работа в офисе м.Нарвская(перспектива м.Шушары) Официальное оформление 5 дневная рабочая неделя  В случае заинтересованности соискателя просьба звонить по указанному ниже номеру;Знание конфигураций: УТ, Бухгалтерия, ЗУП. Опыт работы с торговым оборудованием. Опыт реализации обменов данным с другими учетными системами. ;Разработка прикладных решений на платформе 1С:Предприятие. Доработка существующего и разработка нового функционала решений на платформе 1С:Предприятие.;"1С: Бухгалтерия; 1С: Предприятие 8; 1С: Торговля; 1С: Управление Торговлей"
