;names;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{'Backend разработчик (.NET)': 1, 'Back-end разработчик / PHP программист': 1, 'Senior/Middle Front-end разработчик': 1, 'Senior Full-Stack Developer (C#, MS-SQL, Javascript)': 1, 'Старший Web-разработчик .Net Core + Angular / React': 1};0.0;27.0;1.504;"3    2;6    2;1    1";Полная занятость    5;"Полный день         2;Удаленная работа    2;Гибкий график       1";{'PHP': 1, ' Yii2': 1, ' PostgreSQL': 1, ' PHP5': 1, ' SQL': 2, ' Yii': 1, ' JavaScript': 2, ' REST': 1, 'AngularJS': 1, ' TypeScript': 1, ' HTML5': 1, ' CSS3': 1, ' Sass': 1, ' ES6': 1, 'C#': 1, ' CSS': 1, ' HTML': 1, ' SPA frameworks': 1, ' .NET Framework': 1, ' MS SQL': 1, ' Webapi': 1, ' Typescript': 1, ' ReactJS': 1, ' websocket': 1, ' ASP.NET': 1, ' SignalR': 1, ' MVC': 1}
