;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
88;Программист 1С;Тюмень;80000.0;150000.0;Тюменский государственный университет ФГАОУ ВО;2019-11-15T14:33:06+0300;1;3;Полный день;Проектная работа;"Обязанности:  разработка нового и изменение существующего функционала информационной системы 1С:Предприятие 8.3; интеграция 1С с 1С и с внешними системами; сопровождение информационной системы; составление спецификации/инструкции на разрабатываемый программный комплекс или его часть.  Требования:  владение встроенным языком программирования 1С; опыт работы в клиент-серверном режиме; опыт работы в данной отрасли от 1 года; приветствуется знание 1С: Управление холдингом; приветствуется знание бухгалтерского учета и бюджетирования.  Условия:  срочный трудовой договор на срок выполнения проекта (2 года); пятидневная рабочая неделя (с 9:00 до 18:00); своевременная белая заработная плата; новый, уютный офис в историческом центре города в районе Набережной р. Тура. ";"  срочный трудовой договор на срок выполнения проекта (2 года); пятидневная рабочая неделя (с 9:00 до 18:00); своевременная белая заработная плата; новый, уютный офис в историческом центре города в районе Набережной р. Тура. ";Владение встроенным языком программирования 1С. Опыт работы в клиент-серверном режиме. Опыт работы в данной отрасли от 1 года. ;Разработка нового и изменение существующего функционала информационной системы 1С:Предприятие 8.3. Интеграция 1С с 1С и...;
82;Web-программист (JavaScript / React);Москва;80000.0;150000.0;Syntellect (Синтеллект);2019-11-20T14:09:30+0300;1;3;Полный день;Полная занятость;Сфера деятельности компании Syntellect – разработка и внедрение решений по автоматизации документооборота и бизнес-процессов на платформе TESSA - самой быстрой СЭД на рынке Среди текущих заказчиков - Банк ВТБ, Allianz, ГК Дикси, Peugeot Citroen, JTI, НПФ Сбербанка, СМП Банк, Мособлбанк, СК Транснефть, Л`Этуаль и др.   Обязанности:  Разработка и сопровождение программных решений в области автоматизации документооборота на базе платформы TESSA    Требования (обязательные):  Высшее\неполное высшее образование в сфере ИТ Знание технологий и опыт работы с JavaScript, TypeScript, React, html, css Умение работать в команде  Требования (желательные):  Mobx, React.Native, SQL, C#    Условия:  Профессиональный и карьерный рост Обучение в процессе работы Оформление по ТК РФ Заработная плата - по результатам собеседования Бонусная система ;  Профессиональный и карьерный рост Обучение в процессе работы Оформление по ТК РФ Заработная плата - по результатам собеседования Бонусная система ;Высшее\неполное высшее образование в сфере ИТ. Знание технологий и опыт работы с JavaScript, TypeScript, React, html, css. ;Разработка и сопровождение программных решений в области автоматизации документооборота на базе платформы TESSA.;"JavaScript; TypeScript; React; Разработка ПО"
9;Разработчик Front-end html5 игр;Новосибирск;80000.0;150000.0;Overmobile;2019-11-19T14:08:01+0300;3;6;Полный день;Полная занятость;Зарплата: от 80.000 до 150.000 рублейТребуемый опыт работы: от 3 Полная занятость, гибкий график О нас: Компания Overmobile 12 лет на рынке мобильных и браузерных игр. У нас десятки успешных игр на разных платформах. Мы - небольшая команда в большой компании. Делаем успешные html5 онлайн игры. Ищем талантливого Frontend программиста JS.   Что по технологиям:   Front: JavaScript, ES5+, TypeScript, PixiJS, CSS3, html5     Что вам придётся делать:   Разрабатывать клиентскую часть и новые интерфейсы игр     Наш кандидат:   Имеет большой опыт разработки на JavaScript/TypeScript   Отлично понимает CSS3 и html5   Будет плюсом:   Опыт работы в Геймдеве   Опыт работы с высоконагруженными проектами. (10к+ игроков могут собраться на ивэнт и поиграть онлайн)   Опыт разработки на Java и других высокоуровневых языка   Условия:   Всё в белую по ТК РФ + бонусы   Компенсация перелёта и проживания сотруднику раз в год дополнительно к отпускным. Можно слетать в тур 1 раз в год бесплатно :)   100% оплата на больничных   Компенсация спорта   Гибкий график, главное результат, а не отработанные часы   Отсутствие бюрократии, отчетов - мы ориентируемся на эффективность   Дружелюбные и профессиональные коллеги   Корпоративы, праздники, выезды   Кофе, плюшки, фрукты за счет компании   Большие премии: По итогам выполненных задач, Новый год и так далее   И самое главное: У зарплаты нет верхней границы. Чем успешней продукт, тем выше зарплата     Ждём от вас:   Резюме на email   Пример вашего кода   До встречи, коллега!;   Всё в белую по ТК РФ + бонусы   Компенсация перелёта и проживания сотруднику раз в год дополнительно к отпускным. Можно слетать в тур 1 раз в год бесплатно :)   100% оплата на больничных   Компенсация спорта   Гибкий график, главное результат, а не отработанные часы   Отсутствие бюрократии, отчетов - мы ориентируемся на эффективность   Дружелюбные и профессиональные коллеги   Корпоративы, праздники, выезды   Кофе, плюшки, фрукты за счет компании   Большие премии: По итогам выполненных задач, Новый год и так далее   И самое главное: У зарплаты нет верхней границы. Чем успешней продукт, тем выше зарплата     Ждём от вас:   Резюме на email   Пример вашего кода   До встречи, коллега!;Имеет большой опыт разработки на JavaScript/TypeScript. Отлично понимает CSS3 и html5. Опыт работы в Геймдеве. ;Разрабатывать клиентскую часть и новые интерфейсы игр.;"JavaScript; HTML5; Java; jQuery; CSS3"
32;Разработчик C#;Новосибирск;80000.0;150000.0;Кадвайс-Н;2019-11-20T00:54:08+0300;0;0;Гибкий график;Полная занятость;Привет. Меня зовут Рудниченко Константин, я технический директор в компании Cadwise. Мы хотим активно расти и ищем людей в команду. Дальше я немного расскажу о том, что и как мы делаем, кого мы ищем. О компании Cadwise — компания, занимающаяся разработкой программных продуктов для решения задач проектирования в области промышленного и гражданского строительства. Нами разрабатываются программные комплексы, автоматизирующие проектирование сетей электроснабжения, охранных и пожарных систем, систем оповещения, водоснабжения и канализации, структурированных кабельных систем. Сложно? Да! Интересно? Очень! Наши продукты, занимают лидирующие позиции в своей области, позволяют проектным организациям автоматизировать выполнение множества повседневных задач и не тратить время на рутину. Пишем на C#, но есть код и на C++. Мы считаем, что разработчик должен тестировать свой код через unit-тесты. Используем Slack для чатов, собираем продукты с помощью TeamCity, а задачи ведем в YouTrack. Не любим бюрократию, неважно, сколько человек сидит за компьютером, важно сколько работы выполняет. О проекте Сейчас мы находимся практически на старте разработки нового поколения наших продуктов. Новый продукт должен объединить в себе возможность проектирования всех инженерных систем, дать возможность одновременной(параллельной) работы над одним и тем же объектом проектирования. Задачи разные: от разработки GUI до алгоритмов и архитектурных челленджей. Пара слов о стеке технологий:   C# .net framework, но мы работаем и думаем над тем, чтобы всё завелось под dotnet core   C++ для интеграции с CAD платформой   WPF   nUnit   CI на Teamcity   Mercurial(HG) для версионирования исходников   О команде Непосредственно над этим проектом сейчас работает 6 разработчиков и 1 тестировщик, все находятся в Новосибирске. Кроме того, мы в постоянном контакте с менеджерами продуктов, которые всегда на связи с нашими пользователями.;;WPF. NUnit.;Cadwise — компания, занимающаяся разработкой программных продуктов для решения задач проектирования в области промышленного и гражданского строительства. Нами разрабатываются программные комплексы...;C#
71;Разработчик Back-end html5 игр;Новосибирск;80000.0;150000.0;Overmobile;2019-11-19T14:08:12+0300;3;6;Полный день;Полная занятость;Зарплата: от 80.000 до 150.000 рублейТребуемый опыт работы: от 3 Полная занятость, гибкий график О нас: Компания Overmobile 12 лет на рынке мобильных и браузерных игр. У нас десятки успешных игр на разных платформах. Мы - небольшая команда в большой компании. Делаем успешные html5 онлайн игры. Ищем талантливого Frontend программиста JS.   Что по технологиям:   Backend: Java     Что вам придётся делать:   Работать с серверными разработчиками     От кандидата:   Опыт программирования на Java от 2-x лет   Опыт работы с NoSQL, например MongoDB   Понимание принципов ООП   Знание основных design patterns (GoF)   Желание разбираться в чужом коде   Опыт работы с системами контроля версий   Будет плюсом:   Опыт работы в Геймдеве   Опыт работы с высоконагруженными проектами. (10к+ игроков могут собраться на ивэнт и поиграть онлайн)   Опыт разработки на C#, Java и других высокоуровневых языка   Условия:   Всё в белую по ТК РФ + бонусы   Компенсация перелёта и проживания сотруднику раз в год дополнительно к отпускным. Можно слетать в тур 1 раз в год бесплатно :)   100% оплата на больничных   Компенсация спорта   Гибкий график, главное результат, а не отработанные часы   Отсутствие бюрократии, отчетов - мы ориентируемся на эффективность   Дружелюбные и профессиональные коллеги   Корпоративы, праздники, выезды   Кофе, плюшки, фрукты за счет компании   Большие премии: По итогам выполненных задач, Новый год и так далее   И самое главное: У зарплаты нет верхней границы. Чем успешней продукт, тем выше зарплата     Ждём от вас:   Резюме на email   Пример вашего кода   До встречи, коллега!;   Всё в белую по ТК РФ + бонусы   Компенсация перелёта и проживания сотруднику раз в год дополнительно к отпускным. Можно слетать в тур 1 раз в год бесплатно :)   100% оплата на больничных   Компенсация спорта   Гибкий график, главное результат, а не отработанные часы   Отсутствие бюрократии, отчетов - мы ориентируемся на эффективность   Дружелюбные и профессиональные коллеги   Корпоративы, праздники, выезды   Кофе, плюшки, фрукты за счет компании   Большие премии: По итогам выполненных задач, Новый год и так далее   И самое главное: У зарплаты нет верхней границы. Чем успешней продукт, тем выше зарплата     Ждём от вас:   Резюме на email   Пример вашего кода   До встречи, коллега!;Опыт программирования на Java от 2-x лет. Опыт работы с NoSQL, например MongoDB. Понимание принципов ООП. Знание основных design...;Backend: Java. Работать с серверными <highlighttext>разработчиками</highlighttext>.;"JavaScript; MongoDB; ООП; Java; HTML5"
50;Frontend-разработчик;Екатеринбург;90000.0;150000.0;Экстенсив;2019-11-18T06:08:11+0300;1;3;Гибкий график;Полная занятость;"Компания Xtensive ищет опытных и талантливых .Net разработчиков в проект ServiceTitan. Немного о проекте и о нас Компания Xtensive уже много лет сотрудничает с компанией ServiceTitan, работая над одноимённым проектом. С каждым годом наше сотрудничество только укрепляется и расширяется, поэтому работая у нас вы в полной мере сможете увидеть и ощутить, каково это создавать продукт, который делает жизнь сотен тысяч людей проще и комфортнее. Работать у нас Интересно   Мы используем самые современные технологии, фреймворки, инструменты и методологии разработки.   Мы любим, хотим и умеем развиваться. Если появляется технология, которая по объективным показателям превосходит то, что у нас используется сейчас, то мы её внедряем. То же самое касается и процессов разработки.   Быстрый рост проекта, а также его размер на данный момент, гарантирует наличие огромного количества сложных и интересных задач. Вам точно не придётся скучать без дела и придумывать себе работу.   Мы умеем слушать и слышать всех участников проекта, вне зависимости от его роли. Каждый может предложить, обосновать и “продать” идею, мысль, процесс, которые будут использованы в масштабе всей большой компании.   Большое количество разноплановых задач, команд и отделов позволяют находить место, где интересно работать именно Вам. Разнообразие задач велико и включает в себя работу над понятным, красивым и удобным пользовательским интерфейсом, сложной и запутанной бизнес-логикой, продумывание архитектуры отдельных компонентов и больших подсистем, настройка и поддержка сложной облачной архитектуры и сервисов, интеграция с разнообразными сторонними сервисами и инструментами, искусственный интеллект и машинное обучение, обработка сложных данных и многое другое.   Мы поощряем стремление развиваться. Если вы хотите “просто делать свою работу”, то наверное, нам не по пути. Проект и компания растут очень быстро, и каждый участник должен двигаться вперёд вместе с ними. Компания поддерживает развитие и готова помогать работнику в его стремлении расти и совершенствоваться. Если вы видите, что на текущем месте ваш рост как профессионала остановился, то просто скажите об этом нам и мы вместе найдём решение.   Работать у нас Удобно   Действительно гибкий рабочий график. Только команда решает, когда и в каком режиме они работают наиболее эффективно. Нам важен результат, а не время, когда вы приходите в офис или открываете ноутбук.   Возможность частичной или полностью удалённой работы. Удалённым работникам мы также можем предложить посетить наш офис в Екатеринбурге для обмена опытом.   Для работающих в офисе у нас созданы комфортные условия, которые удовлетворяют всем современным требованиям. Можно было бы написать про печеньки, теннисный стол, PS, и, конечно, мощные рабочие станции, но мы не будем так банальны. Хотя, всё же написали.   Работа у нас открывает Новые Перспективы   Работая у нас, у вас появляется возможность периодически посещать главный офис компании ServiceTitan в Лос-Анджелесе, США, в рамках командировок. В ходе поездки вы увидите, как работают передовые технологические компании, сможете обсудить любые рабочие вопросы и проекты, а также обменяться опытом и научиться чему-то новому у коллег и сами чему-то их научить.   Если вы действительно ценный специалист и не против значительных перемен в своей жизни ради открытия новых перспектив, мы можем предложить вам возможность оформления рабочей визы в США. Каждый случай рассматривается отдельно, но это не пустые слова, а вполне реальная возможность.   Работать у нас Выгодно   Мы готовы предложить вам трудоустройство в полном соответствии с ТК РФ, полностью официальной заработной платой и полным социальным пакетом.   Конкурентная заработная плата, которая обсуждается по результатам собеседования. Вилка очень гибкая и конкретная цифра зависит лишь от того, как вы себя проявите. Примерный ориентир это 90-150 т.р. в месяц “на руки”.     Требования:  Знание HTML 4/5, XML, CSS 2/3, JavaSript, jQuery, AJAX; знание Angular.js - плюс; Система контроля версий; Знакомство c ASP.NET; Желательно знание английского хотя бы на уровне уверенного чтения; Любые иные позитивные сигналы (участие в проектах с открытым исходным кодом, призовые места на конкурсах и олимпиадах) - так же огромный плюс.    Минимальные требования:  Высшее или незаконченное высшее техническое образование; Английский язык - уверенное чтение; Знание классических алгоритмов и структур данных, умение их использовать.     ";;"Знание HTML 4/5, XML, CSS 2/3, JavaSript, jQuery, AJAX; знание Angular.js - плюс. Система контроля версий. Знакомство c ASP.NET. ";Любые иные позитивные сигналы (участие в проектах с открытым исходным кодом, призовые места на конкурсах и олимпиадах) - так же огромный...;
7;Инженер-программист C# .Net;Москва;100000.0;150000.0;Финстарлабс;2019-11-20T14:54:12+0300;1;3;Полный день;Полная занятость;"Обязанности:  Разработка back-end серверных приложений на чистом C# с использованием .NET Core под Linux.Разработка full stack приложений с использованием C# и JavaScript. Вероятна кое-какая верстка HTML/CSS3 (в малых количествах).Возможно, разработка пакетов, процессов и сервисов в среде Terrasoft BPM Online (C#, JavaScript).  Требования: Знания основных концепций разработки на платформе .Net‚ принципов объектно-ориентированного программирования.Знание основных вычислительных алгоритмов и структур данных.Понимать, что такое шаблоны проектирования, понимать, когда какие шаблоны более уместны.Иметь опыт разработки приложений с использованием Web-services, socket, XML.Иметь опыт использования реляционных СУБД, хорошее знание SQL;Иметь опыт разработки многопоточных приложений. 1. Плюсом будет опыт работы с .NET Core и/или Mono.2. Очень большим плюсом будет опыт работы под Linux на иных языках и технологиях (Java, C++, Ruby, Python). Условия:  Оформление по ТК РФ ДМС Бесплатная парковка 100% оплата больничного листа Отпуск 34 календарных дня Премии ";  Оформление по ТК РФ ДМС Бесплатная парковка 100% оплата больничного листа Отпуск 34 календарных дня Премии ;Знания основных концепций разработки на платформе .Net‚ принципов объектно-ориентированного программирования. Знание основных вычислительных алгоритмов и структур данных. ;Разработка back-end серверных приложений на чистом C# с использованием .NET Core под Linux. Разработка full stack приложений с использованием...;"С#; .NET Framework; Linux; MS Visual Studio; management studio; Git; Atlassian Jira; Redmine; PostgreSQL; Terrasoft CRM"
51;Прикладной программист (Front-end программист);Москва;100000.0;150000.0;AERODISK;2019-11-19T10:46:54+0300;3;6;Полный день;Полная занятость;Обязанности:  Разработка современного веб-интерфейса на стеке Reactjs, Python(Flask)  гибридная СХД scale-out СХД c поддержкой серверной виртуализации система мониторинга внутренние инструменты разработки   Исследование стороннего ПО Работа с чужими исходниками на разных языках программирования Документирование исходного кода, методик и исследований Сопровождение ПО (разработка патчей, консультирование инженеров)  Требования:  Экспертные знания JS Знания Reactjs, Redux Опыт разработки интерфейсов с применением технологии Ajax Базовые знания python, ООП, HTML, CSS Базовые Знание Linux Способность выполнять многочисленные сложные технические задачи Опыт разработки Web-интерфейсов или Web-сайтов (в открытом доступе) Технический английский (чтение и восприятие документацию на английском языке) Опыт аналогичной работы от 1-го года  Условия:  Комфортный офис - м. Калужская Рабочий день с 9 до 18 Соблюдение ТК РФ ДМС Возможность карьерного роста (компания активно расширяется) ;  Комфортный офис - м. Калужская Рабочий день с 9 до 18 Соблюдение ТК РФ ДМС Возможность карьерного роста (компания активно расширяется) ;Экспертные знания JS. Знания Reactjs, Redux. Опыт разработки интерфейсов с применением технологии Ajax. Базовые знания python, ООП, HTML, CSS. ;Разработка современного веб-интерфейса на стеке Reactjs, Python(Flask). Гибридная СХД. Scale-out СХД c поддержкой серверной виртуализации. Система мониторинга. ;
97;Web-программист;Москва;100000.0;150000.0;Карабашева Мадина Борисовна;2019-11-18T15:35:24+0300;1;3;Полный день;Полная занятость;"Обязанности:  дорабатывать и сопровождать существующий сайт на базе платформы React программирование на языках js, php, java, swift отслеживать ошибки и оперативно их исправлять интегрировать сайт с внутренними и внешними информационными системами; разрабатывать новые web-приложения и сервисы; предлагать и внедрять высокотехнологичные,инновационные решения.  Требования:  аналогичный опыт работы  Условия:  интернет-магазин сейчас на м. Новокузнецкая, в декабре переезд на м. Ленинский проспект полный рабочий день на территории работодателя (график обсуждается) точный размер з/п обсуждается на собеседовании с собственником компании ";  интернет-магазин сейчас на м. Новокузнецкая, в декабре переезд на м. Ленинский проспект полный рабочий день на территории работодателя (график обсуждается) точный размер з/п обсуждается на собеседовании с собственником компании ;Аналогичный опыт работы.;Дорабатывать и сопровождать существующий сайт на базе платформы React. Программирование на языках js, php, java, swift. Отслеживать ошибки и оперативно...;"Мобильность; Продажи через интернет; Веб-программирование; JavaScript; PHP; Java"
5;Программист С++/Драйверист;Санкт-Петербург;100000.0;150000.0;Searchinform;2019-11-19T09:27:53+0300;3;6;Гибкий график;Полная занятость;Компания SearchInform являясь лидером на рынке корпоративных систем безопасности (DLP system) в РФ, расширяет штат и  объявляет конкурс на должность «Системный Программист»    Требования к соискателю:  Общий опыт программирования – не менее 5лет Владение языками С/С++. Ассемблер приветствуется Знание библиотек STL, BOOST Глубокое знание архитектуры операционных систем семейства Windows, внутренних механизмов работы Приветствуется знание недокументированных возможностей Windows Знание WinApi Владение технологиями написания драйверов под Windows в области фильтрации и перехвата дисковых и сетевых операций Навыки алгоритмической оптимизации кода    Обязанности:  Разработка библиотек, реализующих протоколы управления устройствами (C/C++, WinAPI, network) Разработка драйверов Windows    Мы предлагаем:  Официальное трудоустройство, соблюдение ТК РФ Конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания) Гибкий рабочий график чай, кофе, фрукты и минеральная вода в офисе ;  Официальное трудоустройство, соблюдение ТК РФ Конкурентоспособную заработную плату, стартовый уровень которой зависит от Вашего опыта и квалификации (оценивается по результатам рассмотрения резюме и удаленного тестового задания) Гибкий рабочий график чай, кофе, фрукты и минеральная вода в офисе ;Общий опыт программирования – не менее 5лет. Владение языками С/С++. Ассемблер приветствуется. Знание библиотек STL, BOOST. Глубокое знание архитектуры...;;
30;Программист C#;Санкт-Петербург;100000.0;150000.0;INDEV;2019-11-18T19:34:54+0300;3;6;Гибкий график;Полная занятость;Обязанности:  Разработка программного обеспечения (Конечные решения на базе технологий: распознавание\синтез речи, обработка биометрических данных)  Требования:  Уверенные знания C#, .NET Framework / .NET Core Уверенные знания принципов ООП, шаблонов проектирования. Опыт работы с WPF, EntityFramework / ADO, WCF Опыт разработки REST-based сервисов Опыт работы с SQL и NoSQL базами данных Будет преимуществом знание и опыт Frontend-технологий (JavaScript, HTML, CSS, Node.js) Будет преимуществом знание и опыт работы с C++/CLI Будет преимуществом знание и опыт работы c технологическим стеком на базе Java  Условия:  Полный рабочий день Гибкий график Интересный дружный коллектив Широкие возможности развития Офис в 100 метрах от метро Настольный теннис :) ;  Полный рабочий день Гибкий график Интересный дружный коллектив Широкие возможности развития Офис в 100 метрах от метро Настольный теннис :) ;Уверенные знания C#, .NET Framework / .NET Core. Уверенные знания принципов ООП, шаблонов проектирования. Опыт работы с WPF, EntityFramework / ADO, WCF. ;Разработка программного обеспечения (Конечные решения на базе технологий: распознавание\синтез речи, обработка биометрических данных).;"ООП; Git; Linux; PostgreSQL; Spring Framework; Hibernate ORM; Android; C#; .NET Framework; C/C++"
33;Инженер-программист PLC;Москва;115000.0;150000.0;КОМИТАС;2019-11-20T10:57:03+0300;3;6;Полный день;Полная занятость;"В стабильную, активно развивающуюся Компанию COMITAS - лидера на рынке стеллажных конструкций и системной интеграции в интерлогистики требуется Инженер-программист PLC Обязанности:  разработка алгоритмов/программ PLC SCADA для складского оборудования: сортеры, конвейеры; конфигурирование приводной техники; тестирование оборудования; участие в пуско-наладочных работах на объектах; подготовка документации: руководство пользователя, описание ПО  Требования:  высшее техническое образование по специальности промышленная электроника, информационные технологии; опыт работы инженером-программистом АСУ ТП от 3-х лет хорошее знание электротехники, принципов построения АСУ ТП в сфере складской логистики будет являться дополнительным преимуществом; знание контроллеров Simatic S7-300/400, 1200/1500;  опыт работы с ASI интерфейсом на оборудовании Siemens;  знание интерфейсов Profinet, Ethernet программирование на LAD,STL, на С, VB знание SQL и работа с БД (будет являться преимуществом); опыт проведения пуско-наладочных работ готовность к командировкам и работе на объектах заказчиков;  Преимущества работы в ООО КОМИТАС:  место работы: м. Водный стадион, БЦВодный, в шаговой доступности от место полностью официальный доход, оклад обсуждается с успешным кандидатом; по окончании испытательного срока ДМС график работы: 5\2 с 9.00 до 18.00ч., ";;Высшее техническое образование по специальности промышленная электроника, информационные технологии. Опыт работы инженером-<highlighttext>программистом</highlighttext> АСУ ТП от 3-х лет. ;Разработка алгоритмов/программ PLC SCADA для складского оборудования: сортеры, конвейеры. Конфигурирование приводной техники. Тестирование оборудования. Участие в пуско-наладочных работах...;
18;Ведущий программист 1C;Санкт-Петербург;120000.0;150000.0;Невская Палитра;2019-11-20T09:04:56+0300;1;3;Полный день;Полная занятость;"Обязанности:  Разработка новых модулей на платформе 1С : УТ 10.3, Бухгалтерия 3.0 Разработка/доработка функционала и поддержка конфигураций 1С под бизнес-процессы компании. Выполнение задач по интеграции с другими информационными системами компании. Разработка/доработка отчетов обработок, составление инструкций к своим работам. Управление персоналом ( в подчинении программист 1С) Участие в проектной деятельности , в части автоматизации бизнес-процессов компании  Требования:  Успешный опыт работы в аналогичной должности от 2-х лет. Высшее техническое образование Опыт разработки на платформе 1С (УПП, УТ: 10.3, 1С Зарплата и управление персоналом 2.5./3.0) Понимание основ бухгалтерского и операционного учета компании Приветствуется опыт работы с обменами в форматах:COM– соединение,XML ,JSON. Знание ERP  Условия:  Полностью белая заработная плата, достойный уровень оплаты труда (обсуждается индивидуально в зависимости от опыта и квалификации: оклад + премия); Официальное трудоустройство; График работы понедельник -четверг с 9 час.00 мин. до 18 час.15 мин., пятница - 9 час.00 мин. до 16 час.00 мин.; Удобное месторасположение: в пешей доступности от м. Черная речка; Дружный коллектив. ";"  Полностью белая заработная плата, достойный уровень оплаты труда (обсуждается индивидуально в зависимости от опыта и квалификации: оклад + премия); Официальное трудоустройство; График работы понедельник -четверг с 9 час.00 мин. до 18 час.15 мин., пятница - 9 час.00 мин. до 16 час.00 мин.; Удобное месторасположение: в пешей доступности от м. Черная речка; Дружный коллектив. ";Успешный опыт работы в аналогичной должности от 2-х лет. Высшее техническое образование. Опыт разработки на платформе 1С (УПП...;Разработка/доработка отчетов обработок, составление инструкций к своим работам. Управление персоналом ( в подчинении <highlighttext>программист</highlighttext> 1С). Участие в проектной деятельности...;"1С: Управление Производственным Предприятием; 1С: Бухгалтерия; 1С: Управление Торговлей; 1С программирование; 1С: Зарплата и управление персоналом"
16;Программист 1С;Санкт-Петербург;130000.0;150000.0;Интерлизинг;2019-11-20T17:05:07+0300;1;3;Полный день;Полная занятость;"ГК Интерлизинг ищет Программиста 1С в связи с расширением штата. Требования:  Свободное владение встроенным языком программирования 1С:Предприятие 8.3, опыт работы с управляемыми формами обязателен; Желательно знание типовых конфигураций, «Управление Холдингом», Бухгалтерия Предприятия (3.0), «СРМ», «Зарплата и Управление персоналом 3.1»; Знание основ бухгалтерского, управленческого учета, расчета заработной платы; Опыт работы в компаниях с разветвленной филиальной структурой в своей зоне ответственности; Знание механизмов интеграции 1С:Предприятия с другими информационными системами (web-сервисы, com-соединения) Знание СКД, БСП2.1 и БСП 3.0; Написание кода в соответствии с «Системой стандартов и методик разработки конфигураций для платформы 1С:Предприятие 8»; Умение работать в команде используя хранилища конфигураций; Опыт работы с расширениями в разных режимах совместимости.  Задачи:  Участие в проектах по внедрению программных средств 1С; Сопровождение и доработка баз данных 1С: «Управление Холдингом», СРМ:  обновление конфигураций «типовых» и «нетиповых»; настройка прав пользователей; обучение пользователей; написание пользовательской документации; консультирование пользователей.   Кодирование по ТЗ на платформе 1С 8.3; Администрирование и программное сопровождение конфигураций 1С: «Управление Холдингом», СРМ.  Условия:  Работа в федеральной лизинговой компании с успешной 20-летней историей (ТОП-20 лизинговых компаний); Оформление и ведение отношений в соответствии с ТК РФ; Полностью официальная заработная плата- оклад и премии. Финальный уровень обсуждается на собеседовании; ДМС - после года работы Комфортный офис по адресу: Петроградская наб, БЦ Линкор ";"  Работа в федеральной лизинговой компании с успешной 20-летней историей (ТОП-20 лизинговых компаний); Оформление и ведение отношений в соответствии с ТК РФ; Полностью официальная заработная плата- оклад и премии. Финальный уровень обсуждается на собеседовании; ДМС - после года работы Комфортный офис по адресу: Петроградская наб, БЦ Линкор ";Свободное владение встроенным языком программирования 1С:Предприятие 8.3, опыт работы с управляемыми формами обязателен. Желательно знание типовых конфигураций...;Участие в проектах по внедрению программных средств 1С. Сопровождение и доработка баз данных 1С: «Управление Холдингом», СРМ: Обновление...;
56;Программист-разработчик 1 С;Москва;150000.0;150000.0;Дубовицкая Светлана Владимировна;2019-11-19T13:58:58+0300;1;3;Полный день;Полная занятость;Компания «ФОРВАРД-АКСИОНТ» - один из ведущих игроков рынка 1С по внедрению, сопровождению и развитию систем управления предприятием и учетных систем на платформе 1С. Входим в ТОП-10 партнеров 1С как Центры компетенций КОРП и ERP. Обязанности:  Разработка/доработка программного кода в 1С:УПП (блоки бухгалтерский, налоговый учет, расчет заработной платы) Проведение внутреннего тестирования, сдача результатов работ Заказчику на тестовой среде Перенос изменений системы с тестовой среды на продуктивную Консультирование пользователей по работе в системе 1:С УПП (не типовая) Анализ возможностей реализации задач в 1С:УПП Составление технических заданий, согласование с Заказчиком  Что нужно знать и уметь:  Знать типовой функционал 1С:УПП Опыт программирования на платформе 1С 8.2 от 3-х лет Навыки разработки на 1С:УПП (в блоках бухгалтерского и налогового учета, заработной платы) Уметь получать и анализировать информацию из информационных баз 1С, работать со сложными запросами, оценивать данные на предмет целостности и адекватности Обладать опытом подготовки технической документации  Будет преимуществом:  Знание web-интерфейсов и интеграционных механизмов 1С со сторонними информационными системами Навыки разработки в системах 1С:ЗиУП, 1С:ДО  Мы предлагаем:  Работу в крупной Компании нефтяной отрасли Уровень дохода, соответствующий уровню компетенций Место работы - центр города (м. Полянка) График работы пн-пт с 09:00 до 18:00 ;  Работу в крупной Компании нефтяной отрасли Уровень дохода, соответствующий уровню компетенций Место работы - центр города (м. Полянка) График работы пн-пт с 09:00 до 18:00 ;Знать типовой функционал 1С:УПП. Опыт программирования на платформе 1С 8.2 от 3-х лет. ;Разработка/доработка программного кода в 1С:УПП (блоки бухгалтерский, налоговый учет, расчет заработной платы). Проведение внутреннего тестирования, сдача результатов...;"1С программирование; 1C: Бухгалтерия; 1С: Управление Производственным Предприятием"
