;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{60000.0: 1, 80000.0: 1, nan: 1};0.0;27.0;1.504;"1    2;3    1";Полная занятость    3;Полный день    3;{}
