;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{nan: 1, nan: 1};0.0;27.0;1.504;"3    1;1    1";Полная занятость    2;Полный день    2;{'PHP, Node.js, postgres, GIT': 1, 'PHP': 1, ' ООП': 1, ' 1С-Битрикс': 1, ' MVC': 1, ' HTML': 1}
