;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{120000.0: 1, 50000.0: 1};0.0;27.0;1.504;3    2;Полная занятость    2;Полный день    2;{'1С: Бухгалтерия': 1, ' 1С: Предприятие 8': 1, ' 1С: Торговля': 1, ' 1С: Управление Торговлей': 1}
