;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{30000.0: 1};0.0;27.0;1.504;3    1;Частичная занятость    1;Удаленная работа    1;{'1С программирование': 1, ' 1С: Управление Производственным Предприятием': 1, ' 1С: Предприятие 8': 1, ' 1С: Зарплата и управление персоналом': 1, ' 1С: Управление Торговлей': 1}
