;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{140000.0: 1, nan: 1};0.0;27.0;1.504;"3    1;1    1";Полная занятость    2;Полный день    2;{'Linux': 1, ' C++': 1, ' Assembler': 1, ' C/C++': 1, ' Pascal': 1}
