;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{140000.0: 1};0.0;27.0;1.504;1    1;Полная занятость    1;Полный день    1;{'JavaScript': 1, ' jQuery': 1, ' Git': 1, ' HTML5': 1, ' CSS3': 1, ' Flask': 1}
