;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{260000.0: 1, 170000.0: 1};0.0;27.0;1.504;"3    1;1    1";Полная занятость    2;"Гибкий график    1;Полный день      1";{'C++': 1, ' C#': 1, ' Git': 1, ' SQL': 1, ' .NET Framework': 1, ' ASP.NET\xa0Web\xa0Services': 1}
