;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{40000.0: 1, nan: 1};0.0;27.0;1.504;0    2;"Полная занятость    1;Стажировка          1";Полный день    2;{'1С программирование': 1, ' 1С: Предприятие 8': 1, ' Обновление конфигурации 1С': 1, ' 1С: Управление Торговлей': 1, ' 1С: Бухгалтерия': 1, ' Разработка ПО': 1, ' 1С: Комплексная автоматизация': 1, ' 1С: Управление Производственным Предприятием': 1, ' ERP': 1}
