;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{70000.0: 2, 120000.0: 1, 80000.0: 2, 130000.0: 1, 90000.0: 2, nan: 1, nan: 1, 40000.0: 2, 50000.0: 3, nan: 1, nan: 1, 35000.0: 1, 20000.0: 1, 30000.0: 1, 60000.0: 2, 75000.0: 2, 100000.0: 3, nan: 1, nan: 1, nan: 1, nan: 1, nan: 1, nan: 1, nan: 1};0.0;27.0;1.504;"1    22;0     6;3     5;6     1";"Полная занятость       32;Проектная работа        1;Частичная занятость     1";"Полный день         31;Гибкий график        2;Удаленная работа     1";{'1С: Бухгалтерия': 3, ' 1С: Управление Торговлей': 6, ' 1C: Бухгалтерия': 4, ' 1С: Предприятие 8': 7, '1С программирование': 8, ' 1С: Торговля и склад': 1, ' 1С: Зарплата и управление персоналом': 3, ' 1С: Управление Производственным Предприятием': 2, ' Обновление конфигурации 1С': 2, ' SQL': 1, ' JavaScript': 1, ' MySQL': 1, ' Python': 1, '1С: Предприятие 8': 4, ' 1С программирование': 5, ' 1С: Документооборот': 6, ' Cистемы управления базами данных': 1, ' Работа в команде': 1, ' 1С: Предприятие': 2, ' 1С: Торговля': 1, ' 1С: Медицина': 1, 'MS SQL': 1, ' Альфа-Авто': 1, 'Ориентация на результат': 1, ' Ответственность': 1, ' 1С: Производство': 3, ' ERP-системы на базе 1С': 1, ' 1С: Комплексная автоматизация': 1, ' 1С: Розница': 1, ' MS SQL': 1, ' Автоматизация': 1, ' Разработка ПО': 1, ' Разработка технических заданий': 1, 'Консультирование': 1, ' 1С: Бухгалтерия и склад': 1, ' MS Visual Studio': 1, ' 1С: Склад': 1, ' 1С: Зарплата и кадры': 1, ' Расчет себестоимости': 1}
