;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{160000.0: 1};0.0;27.0;1.504;1    1;Полная занятость    1;Полный день    1;{'Java': 1, ' Kotlin': 1, ' Android': 1, ' Android SDK': 1, ' Rx': 1}
